Orthogroup	SP803280_proteinas	Saccharum_officinarum_LA_Purple.protein	Saccharum_spontaneum_AP85-441.protein	Saccharum_spontaneum_NpX.protein	sorgo_proteinas	Total
OG0039375	10	0	0	0	0	10
OG0039376	10	0	0	0	0	10
OG0039377	10	0	0	0	0	10
OG0039378	10	0	0	0	0	10
OG0039379	10	0	0	0	0	10
OG0039380	10	0	0	0	0	10
OG0039381	10	0	0	0	0	10
OG0039382	10	0	0	0	0	10
OG0039383	10	0	0	0	0	10
OG0039384	10	0	0	0	0	10
OG0039385	10	0	0	0	0	10
OG0039386	10	0	0	0	0	10
OG0039387	10	0	0	0	0	10
OG0039388	10	0	0	0	0	10
OG0039389	10	0	0	0	0	10
OG0039390	10	0	0	0	0	10
OG0039391	10	0	0	0	0	10
OG0039392	7	0	1	2	0	10
OG0039393	10	0	0	0	0	10
OG0039394	10	0	0	0	0	10
OG0039395	10	0	0	0	0	10
OG0039396	10	0	0	0	0	10
OG0039397	10	0	0	0	0	10
OG0039398	10	0	0	0	0	10
OG0039399	10	0	0	0	0	10
OG0039400	8	1	0	1	0	10
OG0039401	10	0	0	0	0	10
OG0039402	10	0	0	0	0	10
OG0039403	10	0	0	0	0	10
OG0039404	10	0	0	0	0	10
OG0039405	10	0	0	0	0	10
OG0039406	10	0	0	0	0	10
OG0039407	10	0	0	0	0	10
OG0039408	10	0	0	0	0	10
OG0039409	10	0	0	0	0	10
OG0039410	5	3	0	1	1	10
OG0039411	10	0	0	0	0	10
OG0039412	8	2	0	0	0	10
OG0039413	10	0	0	0	0	10
OG0039414	10	0	0	0	0	10
OG0039415	10	0	0	0	0	10
OG0039416	10	0	0	0	0	10
OG0039417	10	0	0	0	0	10
OG0039418	8	0	1	1	0	10
OG0039419	10	0	0	0	0	10
OG0039420	10	0	0	0	0	10
OG0039421	10	0	0	0	0	10
OG0039422	4	1	1	3	1	10
OG0039423	10	0	0	0	0	10
OG0039424	10	0	0	0	0	10
OG0039425	10	0	0	0	0	10
OG0039426	10	0	0	0	0	10
OG0039427	10	0	0	0	0	10
OG0039428	10	0	0	0	0	10
OG0039429	6	0	3	0	1	10
OG0039430	10	0	0	0	0	10
OG0039431	10	0	0	0	0	10
OG0039432	4	3	0	3	0	10
OG0039433	10	0	0	0	0	10
OG0039434	10	0	0	0	0	10
OG0039435	10	0	0	0	0	10
OG0039436	5	3	0	2	0	10
OG0039437	10	0	0	0	0	10
OG0039438	10	0	0	0	0	10
OG0039439	10	0	0	0	0	10
OG0039440	10	0	0	0	0	10
OG0039441	10	0	0	0	0	10
OG0039442	7	3	0	0	0	10
OG0039443	10	0	0	0	0	10
OG0039444	10	0	0	0	0	10
OG0039445	10	0	0	0	0	10
OG0039446	9	0	0	1	0	10
OG0039447	10	0	0	0	0	10
OG0039448	10	0	0	0	0	10
OG0039449	10	0	0	0	0	10
OG0039450	10	0	0	0	0	10
OG0039451	10	0	0	0	0	10
OG0039452	10	0	0	0	0	10
OG0039453	10	0	0	0	0	10
OG0039454	10	0	0	0	0	10
OG0039455	10	0	0	0	0	10
OG0039456	10	0	0	0	0	10
OG0039457	10	0	0	0	0	10
OG0039458	10	0	0	0	0	10
OG0039459	10	0	0	0	0	10
OG0039460	10	0	0	0	0	10
OG0039461	10	0	0	0	0	10
OG0039462	10	0	0	0	0	10
OG0039463	10	0	0	0	0	10
OG0039464	10	0	0	0	0	10
OG0039465	10	0	0	0	0	10
OG0039466	10	0	0	0	0	10
OG0039467	10	0	0	0	0	10
OG0039468	10	0	0	0	0	10
OG0039469	10	0	0	0	0	10
OG0039470	10	0	0	0	0	10
OG0039471	10	0	0	0	0	10
OG0039472	10	0	0	0	0	10
OG0039473	10	0	0	0	0	10
OG0039474	10	0	0	0	0	10
OG0039475	10	0	0	0	0	10
OG0039476	10	0	0	0	0	10
OG0039477	10	0	0	0	0	10
OG0039478	10	0	0	0	0	10
OG0039479	7	0	1	2	0	10
OG0039480	10	0	0	0	0	10
OG0039481	10	0	0	0	0	10
OG0039482	9	0	0	0	1	10
OG0039483	10	0	0	0	0	10
OG0039484	10	0	0	0	0	10
OG0039485	10	0	0	0	0	10
OG0039486	10	0	0	0	0	10
OG0039487	10	0	0	0	0	10
OG0039488	10	0	0	0	0	10
OG0039489	9	0	0	0	1	10
OG0039490	10	0	0	0	0	10
OG0039491	10	0	0	0	0	10
OG0039492	10	0	0	0	0	10
OG0039493	10	0	0	0	0	10
OG0039494	10	0	0	0	0	10
OG0039495	10	0	0	0	0	10
OG0039496	10	0	0	0	0	10
OG0039497	10	0	0	0	0	10
OG0039498	10	0	0	0	0	10
OG0039499	9	0	0	0	1	10
OG0039500	10	0	0	0	0	10
OG0039501	10	0	0	0	0	10
OG0039502	10	0	0	0	0	10
OG0039503	10	0	0	0	0	10
OG0039504	10	0	0	0	0	10
OG0039505	10	0	0	0	0	10
OG0039506	9	0	1	0	0	10
OG0039507	10	0	0	0	0	10
OG0039508	10	0	0	0	0	10
OG0039509	10	0	0	0	0	10
OG0039510	10	0	0	0	0	10
OG0039511	10	0	0	0	0	10
OG0039512	10	0	0	0	0	10
OG0039513	10	0	0	0	0	10
OG0039514	10	0	0	0	0	10
OG0039515	10	0	0	0	0	10
OG0039516	10	0	0	0	0	10
OG0039517	10	0	0	0	0	10
OG0039518	10	0	0	0	0	10
OG0039519	10	0	0	0	0	10
OG0039520	9	0	1	0	0	10
OG0039521	10	0	0	0	0	10
OG0039522	9	1	0	0	0	10
OG0039523	10	0	0	0	0	10
OG0039524	9	1	0	0	0	10
OG0039525	10	0	0	0	0	10
OG0039526	10	0	0	0	0	10
OG0039527	10	0	0	0	0	10
OG0039528	9	0	1	0	0	10
OG0039529	10	0	0	0	0	10
OG0039530	10	0	0	0	0	10
OG0039531	9	1	0	0	0	10
OG0039532	10	0	0	0	0	10
OG0039533	10	0	0	0	0	10
OG0039534	10	0	0	0	0	10
OG0039535	10	0	0	0	0	10
OG0039536	10	0	0	0	0	10
OG0039537	10	0	0	0	0	10
OG0039538	10	0	0	0	0	10
OG0039539	10	0	0	0	0	10
OG0039540	10	0	0	0	0	10
OG0039541	10	0	0	0	0	10
OG0039542	10	0	0	0	0	10
OG0039543	10	0	0	0	0	10
OG0039544	6	0	3	0	1	10
OG0039545	10	0	0	0	0	10
OG0039546	10	0	0	0	0	10
OG0039547	10	0	0	0	0	10
OG0039548	10	0	0	0	0	10
OG0039549	10	0	0	0	0	10
OG0039550	10	0	0	0	0	10
OG0039551	10	0	0	0	0	10
OG0039552	8	0	1	0	1	10
OG0039553	10	0	0	0	0	10
OG0039554	10	0	0	0	0	10
OG0039555	10	0	0	0	0	10
OG0039556	10	0	0	0	0	10
OG0039557	10	0	0	0	0	10
OG0039558	10	0	0	0	0	10
OG0039559	10	0	0	0	0	10
OG0039560	10	0	0	0	0	10
OG0039561	10	0	0	0	0	10
OG0039562	10	0	0	0	0	10
OG0039563	10	0	0	0	0	10
OG0039564	10	0	0	0	0	10
OG0039565	9	0	0	0	1	10
OG0039566	10	0	0	0	0	10
OG0039567	8	1	1	0	0	10
OG0039568	7	3	0	0	0	10
OG0039569	4	2	0	3	1	10
OG0039570	8	1	0	1	0	10
OG0039571	9	1	0	0	0	10
OG0039572	10	0	0	0	0	10
OG0039573	10	0	0	0	0	10
OG0039574	10	0	0	0	0	10
OG0039575	10	0	0	0	0	10
OG0039576	10	0	0	0	0	10
OG0039577	10	0	0	0	0	10
OG0039578	10	0	0	0	0	10
OG0039579	10	0	0	0	0	10
OG0039580	10	0	0	0	0	10
OG0039581	10	0	0	0	0	10
OG0039582	10	0	0	0	0	10
OG0039583	10	0	0	0	0	10
OG0039584	10	0	0	0	0	10
OG0039585	10	0	0	0	0	10
OG0039586	8	0	1	1	0	10
OG0039587	10	0	0	0	0	10
OG0039588	10	0	0	0	0	10
OG0039589	10	0	0	0	0	10
OG0039590	10	0	0	0	0	10
OG0039591	8	0	1	1	0	10
OG0039592	7	0	1	2	0	10
OG0039593	4	2	0	4	0	10
OG0039594	10	0	0	0	0	10
OG0039595	10	0	0	0	0	10
OG0039596	10	0	0	0	0	10
OG0039597	10	0	0	0	0	10
OG0039598	10	0	0	0	0	10
OG0039599	10	0	0	0	0	10
OG0039600	10	0	0	0	0	10
OG0039601	10	0	0	0	0	10
OG0039602	10	0	0	0	0	10
OG0039603	10	0	0	0	0	10
OG0039604	8	1	0	1	0	10
OG0039605	10	0	0	0	0	10
OG0039606	4	0	1	4	1	10
OG0039607	7	2	1	0	0	10
OG0039608	3	5	0	2	0	10
OG0039609	10	0	0	0	0	10
OG0039610	10	0	0	0	0	10
OG0039611	10	0	0	0	0	10
OG0039612	8	0	0	1	1	10
OG0039613	4	1	1	4	0	10
OG0039614	4	6	0	0	0	10
OG0039615	10	0	0	0	0	10
OG0039616	10	0	0	0	0	10
OG0039617	10	0	0	0	0	10
OG0039618	10	0	0	0	0	10
OG0039619	9	1	0	0	0	10
OG0039620	10	0	0	0	0	10
OG0039621	10	0	0	0	0	10
OG0039622	9	0	0	0	1	10
OG0039623	10	0	0	0	0	10
OG0039624	6	0	1	2	1	10
OG0039625	10	0	0	0	0	10
OG0039626	10	0	0	0	0	10
OG0039627	10	0	0	0	0	10
OG0039628	10	0	0	0	0	10
OG0039629	10	0	0	0	0	10
OG0039630	10	0	0	0	0	10
OG0039631	10	0	0	0	0	10
OG0039632	3	7	0	0	0	10
OG0039633	4	2	2	1	1	10
OG0039634	10	0	0	0	0	10
OG0039635	10	0	0	0	0	10
OG0039636	10	0	0	0	0	10
OG0039637	10	0	0	0	0	10
OG0039638	10	0	0	0	0	10
OG0039639	10	0	0	0	0	10
OG0039640	3	7	0	0	0	10
OG0039641	10	0	0	0	0	10
OG0039642	10	0	0	0	0	10
OG0039643	10	0	0	0	0	10
OG0039644	8	0	0	1	1	10
OG0039645	10	0	0	0	0	10
OG0039646	10	0	0	0	0	10
OG0039647	10	0	0	0	0	10
OG0039648	10	0	0	0	0	10
OG0039649	9	0	1	0	0	10
OG0039650	10	0	0	0	0	10
OG0039651	10	0	0	0	0	10
OG0039652	8	1	0	1	0	10
OG0039653	10	0	0	0	0	10
OG0039654	10	0	0	0	0	10
OG0039655	10	0	0	0	0	10
OG0039656	7	3	0	0	0	10
OG0039657	10	0	0	0	0	10
OG0039658	10	0	0	0	0	10
OG0039659	8	0	0	1	1	10
OG0039660	8	0	1	1	0	10
OG0039661	9	1	0	0	0	10
OG0039662	4	0	2	3	1	10
OG0039663	8	1	1	0	0	10
OG0039664	6	2	1	1	0	10
OG0039665	10	0	0	0	0	10
OG0039666	10	0	0	0	0	10
OG0039667	10	0	0	0	0	10
OG0039668	5	5	0	0	0	10
OG0039669	10	0	0	0	0	10
OG0039670	10	0	0	0	0	10
OG0039671	10	0	0	0	0	10
OG0039672	6	1	1	2	0	10
OG0039673	10	0	0	0	0	10
OG0039674	5	4	0	1	0	10
OG0039675	9	1	0	0	0	10
OG0039676	5	4	1	0	0	10
OG0039677	10	0	0	0	0	10
OG0039678	10	0	0	0	0	10
OG0039679	10	0	0	0	0	10
OG0039680	10	0	0	0	0	10
OG0039681	10	0	0	0	0	10
OG0039682	10	0	0	0	0	10
OG0039683	9	0	0	0	1	10
OG0039684	4	1	3	1	1	10
OG0039685	6	1	2	0	1	10
OG0039686	10	0	0	0	0	10
OG0039687	10	0	0	0	0	10
OG0039688	10	0	0	0	0	10
OG0039689	10	0	0	0	0	10
OG0039690	10	0	0	0	0	10
OG0039691	10	0	0	0	0	10
OG0039692	6	2	1	1	0	10
OG0039693	10	0	0	0	0	10
OG0039694	10	0	0	0	0	10
OG0039695	10	0	0	0	0	10
OG0039696	10	0	0	0	0	10
OG0039697	3	2	0	4	1	10
OG0039698	5	2	1	1	1	10
OG0039699	5	2	1	1	1	10
OG0039700	10	0	0	0	0	10
OG0039701	10	0	0	0	0	10
OG0039702	10	0	0	0	0	10
OG0039703	3	5	0	2	0	10
OG0039704	6	0	1	3	0	10
OG0039705	10	0	0	0	0	10
OG0039706	10	0	0	0	0	10
OG0039707	9	0	1	0	0	10
OG0039708	9	1	0	0	0	10
OG0039709	10	0	0	0	0	10
OG0039710	10	0	0	0	0	10
OG0039711	10	0	0	0	0	10
OG0039712	10	0	0	0	0	10
OG0039713	10	0	0	0	0	10
OG0039714	4	2	2	1	1	10
OG0039715	10	0	0	0	0	10
OG0039716	3	1	2	3	1	10
OG0039717	8	0	0	2	0	10
OG0039718	10	0	0	0	0	10
OG0039719	10	0	0	0	0	10
OG0039720	10	0	0	0	0	10
OG0039721	7	1	1	1	0	10
OG0039722	10	0	0	0	0	10
OG0039723	10	0	0	0	0	10
OG0039724	4	3	1	2	0	10
OG0039725	10	0	0	0	0	10
OG0039726	3	0	1	5	1	10
OG0039727	10	0	0	0	0	10
OG0039728	10	0	0	0	0	10
OG0039729	10	0	0	0	0	10
OG0039730	10	0	0	0	0	10
OG0039731	10	0	0	0	0	10
OG0039732	4	2	1	3	0	10
OG0039733	1	9	0	0	0	10
OG0039734	10	0	0	0	0	10
OG0039735	3	0	3	3	1	10
OG0039736	10	0	0	0	0	10
OG0039737	10	0	0	0	0	10
OG0039738	10	0	0	0	0	10
OG0039739	2	1	4	3	0	10
OG0039740	9	0	0	1	0	10
OG0039741	10	0	0	0	0	10
OG0039742	2	3	0	5	0	10
OG0039743	2	0	2	5	1	10
OG0039744	10	0	0	0	0	10
OG0039745	10	0	0	0	0	10
OG0039746	10	0	0	0	0	10
OG0039747	10	0	0	0	0	10
OG0039748	10	0	0	0	0	10
OG0039749	4	0	1	4	1	10
OG0039750	10	0	0	0	0	10
OG0039751	9	0	0	1	0	10
OG0039752	10	0	0	0	0	10
OG0039753	10	0	0	0	0	10
OG0039754	1	9	0	0	0	10
OG0039755	9	0	1	0	0	10
OG0039756	10	0	0	0	0	10
OG0039757	10	0	0	0	0	10
OG0039758	10	0	0	0	0	10
OG0039759	9	0	0	0	1	10
OG0039760	10	0	0	0	0	10
OG0039761	10	0	0	0	0	10
OG0039762	4	1	0	4	1	10
OG0039763	10	0	0	0	0	10
OG0039764	10	0	0	0	0	10
OG0039765	10	0	0	0	0	10
OG0039766	1	4	0	4	1	10
OG0039767	10	0	0	0	0	10
OG0039768	10	0	0	0	0	10
OG0039769	10	0	0	0	0	10
OG0039770	10	0	0	0	0	10
OG0039771	9	1	0	0	0	10
OG0039772	10	0	0	0	0	10
OG0039773	2	1	0	7	0	10
OG0039774	3	1	2	3	1	10
OG0039775	10	0	0	0	0	10
OG0039776	5	4	0	1	0	10
OG0039777	10	0	0	0	0	10
OG0039778	10	0	0	0	0	10
OG0039779	10	0	0	0	0	10
OG0039780	10	0	0	0	0	10
OG0039781	10	0	0	0	0	10
OG0039782	10	0	0	0	0	10
OG0039783	10	0	0	0	0	10
OG0039784	10	0	0	0	0	10
OG0039785	10	0	0	0	0	10
OG0039786	6	3	1	0	0	10
OG0039787	10	0	0	0	0	10
OG0039788	10	0	0	0	0	10
OG0039789	10	0	0	0	0	10
OG0039790	10	0	0	0	0	10
OG0039791	10	0	0	0	0	10
OG0039792	10	0	0	0	0	10
OG0039793	10	0	0	0	0	10
OG0039794	10	0	0	0	0	10
OG0039795	10	0	0	0	0	10
OG0039796	10	0	0	0	0	10
OG0039797	10	0	0	0	0	10
OG0039798	10	0	0	0	0	10
OG0039799	10	0	0	0	0	10
OG0039800	10	0	0	0	0	10
OG0039801	10	0	0	0	0	10
OG0039802	10	0	0	0	0	10
OG0039803	10	0	0	0	0	10
OG0039804	10	0	0	0	0	10
OG0039805	10	0	0	0	0	10
OG0039806	10	0	0	0	0	10
OG0039807	10	0	0	0	0	10
OG0039808	10	0	0	0	0	10
OG0039809	8	1	0	0	1	10
OG0039810	10	0	0	0	0	10
OG0039811	10	0	0	0	0	10
OG0039812	10	0	0	0	0	10
OG0039813	10	0	0	0	0	10
OG0039814	10	0	0	0	0	10
OG0039815	10	0	0	0	0	10
OG0039816	10	0	0	0	0	10
OG0039817	10	0	0	0	0	10
OG0039818	10	0	0	0	0	10
OG0039819	10	0	0	0	0	10
OG0039820	9	0	0	1	0	10
OG0039821	10	0	0	0	0	10
OG0039822	10	0	0	0	0	10
OG0039823	10	0	0	0	0	10
OG0039824	10	0	0	0	0	10
OG0039825	10	0	0	0	0	10
OG0039826	10	0	0	0	0	10
OG0039827	10	0	0	0	0	10
OG0039828	10	0	0	0	0	10
OG0039829	10	0	0	0	0	10
OG0039830	10	0	0	0	0	10
OG0039831	10	0	0	0	0	10
OG0039832	10	0	0	0	0	10
OG0039833	10	0	0	0	0	10
OG0039834	10	0	0	0	0	10
OG0039835	10	0	0	0	0	10
OG0039836	10	0	0	0	0	10
OG0039837	10	0	0	0	0	10
OG0039838	10	0	0	0	0	10
OG0039839	10	0	0	0	0	10
OG0039840	10	0	0	0	0	10
OG0039841	10	0	0	0	0	10
OG0039842	10	0	0	0	0	10
OG0039843	10	0	0	0	0	10
OG0039844	10	0	0	0	0	10
OG0039845	10	0	0	0	0	10
OG0039846	10	0	0	0	0	10
OG0039847	10	0	0	0	0	10
OG0039848	10	0	0	0	0	10
OG0039849	10	0	0	0	0	10
OG0039850	10	0	0	0	0	10
OG0039851	10	0	0	0	0	10
OG0039852	10	0	0	0	0	10
OG0039853	10	0	0	0	0	10
OG0039854	10	0	0	0	0	10
OG0039855	10	0	0	0	0	10
OG0039856	10	0	0	0	0	10
OG0039857	10	0	0	0	0	10
OG0039858	10	0	0	0	0	10
OG0039859	10	0	0	0	0	10
OG0039860	10	0	0	0	0	10
OG0039861	10	0	0	0	0	10
OG0039862	10	0	0	0	0	10
OG0039863	10	0	0	0	0	10
OG0039864	10	0	0	0	0	10
OG0039865	10	0	0	0	0	10
OG0039866	10	0	0	0	0	10
OG0039867	10	0	0	0	0	10
OG0039868	10	0	0	0	0	10
OG0039869	10	0	0	0	0	10
OG0039870	10	0	0	0	0	10
OG0039871	10	0	0	0	0	10
OG0039872	10	0	0	0	0	10
OG0039873	10	0	0	0	0	10
OG0039874	10	0	0	0	0	10
OG0039875	10	0	0	0	0	10
OG0039876	10	0	0	0	0	10
OG0039877	10	0	0	0	0	10
OG0039878	8	0	2	0	0	10
OG0039879	10	0	0	0	0	10
OG0039880	10	0	0	0	0	10
OG0039881	10	0	0	0	0	10
OG0039882	10	0	0	0	0	10
OG0039883	10	0	0	0	0	10
OG0039884	10	0	0	0	0	10
OG0039885	10	0	0	0	0	10
OG0039886	10	0	0	0	0	10
OG0039887	10	0	0	0	0	10
OG0039888	10	0	0	0	0	10
OG0039889	10	0	0	0	0	10
OG0039890	10	0	0	0	0	10
OG0039891	10	0	0	0	0	10
OG0039892	10	0	0	0	0	10
OG0039893	10	0	0	0	0	10
OG0039894	10	0	0	0	0	10
OG0039895	10	0	0	0	0	10
OG0039896	10	0	0	0	0	10
OG0039897	10	0	0	0	0	10
OG0039898	10	0	0	0	0	10
OG0039899	10	0	0	0	0	10
OG0039900	9	0	0	0	1	10
OG0039901	10	0	0	0	0	10
OG0039902	10	0	0	0	0	10
OG0039903	10	0	0	0	0	10
OG0039904	10	0	0	0	0	10
OG0039905	10	0	0	0	0	10
OG0039906	10	0	0	0	0	10
OG0039907	10	0	0	0	0	10
OG0039908	10	0	0	0	0	10
OG0039909	10	0	0	0	0	10
OG0039910	10	0	0	0	0	10
OG0039911	10	0	0	0	0	10
OG0039912	10	0	0	0	0	10
OG0039913	10	0	0	0	0	10
OG0039914	10	0	0	0	0	10
OG0039915	10	0	0	0	0	10
OG0039916	10	0	0	0	0	10
OG0039917	10	0	0	0	0	10
OG0039918	10	0	0	0	0	10
OG0039919	10	0	0	0	0	10
OG0039920	10	0	0	0	0	10
OG0039921	10	0	0	0	0	10
OG0039922	9	1	0	0	0	10
OG0039923	10	0	0	0	0	10
OG0039924	9	0	1	0	0	10
OG0039925	10	0	0	0	0	10
OG0039926	10	0	0	0	0	10
OG0039927	10	0	0	0	0	10
OG0039928	9	0	1	0	0	10
OG0039929	10	0	0	0	0	10
OG0039930	10	0	0	0	0	10
OG0039931	10	0	0	0	0	10
OG0039932	10	0	0	0	0	10
OG0039933	10	0	0	0	0	10
OG0039934	10	0	0	0	0	10
OG0039935	10	0	0	0	0	10
OG0039936	10	0	0	0	0	10
OG0039937	10	0	0	0	0	10
OG0039938	10	0	0	0	0	10
OG0039939	10	0	0	0	0	10
OG0039940	10	0	0	0	0	10
OG0039941	7	3	0	0	0	10
OG0039942	10	0	0	0	0	10
OG0039943	10	0	0	0	0	10
OG0039944	10	0	0	0	0	10
OG0039945	10	0	0	0	0	10
OG0039946	10	0	0	0	0	10
OG0039947	10	0	0	0	0	10
OG0039948	10	0	0	0	0	10
OG0039949	10	0	0	0	0	10
OG0039950	10	0	0	0	0	10
OG0039951	10	0	0	0	0	10
OG0039952	10	0	0	0	0	10
OG0039953	10	0	0	0	0	10
OG0039954	10	0	0	0	0	10
OG0039955	10	0	0	0	0	10
OG0039956	10	0	0	0	0	10
OG0039957	10	0	0	0	0	10
OG0039958	10	0	0	0	0	10
OG0039959	10	0	0	0	0	10
OG0039960	10	0	0	0	0	10
OG0039961	10	0	0	0	0	10
OG0039962	10	0	0	0	0	10
OG0039963	10	0	0	0	0	10
OG0039964	10	0	0	0	0	10
OG0039965	10	0	0	0	0	10
OG0039966	10	0	0	0	0	10
OG0039967	10	0	0	0	0	10
OG0039968	10	0	0	0	0	10
OG0039969	10	0	0	0	0	10
OG0039970	10	0	0	0	0	10
OG0039971	10	0	0	0	0	10
OG0039972	10	0	0	0	0	10
OG0039973	10	0	0	0	0	10
OG0039974	10	0	0	0	0	10
OG0039975	10	0	0	0	0	10
OG0039976	10	0	0	0	0	10
OG0039977	10	0	0	0	0	10
OG0039978	10	0	0	0	0	10
OG0039979	10	0	0	0	0	10
OG0039980	10	0	0	0	0	10
OG0039981	10	0	0	0	0	10
OG0039982	10	0	0	0	0	10
OG0039983	9	0	1	0	0	10
OG0039984	10	0	0	0	0	10
OG0039985	10	0	0	0	0	10
OG0039986	8	0	0	1	1	10
OG0039987	10	0	0	0	0	10
OG0039988	10	0	0	0	0	10
OG0039989	10	0	0	0	0	10
OG0039990	10	0	0	0	0	10
OG0039991	10	0	0	0	0	10
OG0039992	10	0	0	0	0	10
OG0039993	9	0	1	0	0	10
OG0039994	10	0	0	0	0	10
OG0039995	9	0	1	0	0	10
OG0039996	10	0	0	0	0	10
OG0039997	10	0	0	0	0	10
OG0039998	10	0	0	0	0	10
OG0039999	9	0	1	0	0	10
OG0040000	10	0	0	0	0	10
OG0040001	10	0	0	0	0	10
OG0040002	10	0	0	0	0	10
OG0040003	10	0	0	0	0	10
OG0040004	10	0	0	0	0	10
OG0040005	10	0	0	0	0	10
OG0040006	10	0	0	0	0	10
OG0040007	10	0	0	0	0	10
OG0040008	10	0	0	0	0	10
OG0040009	10	0	0	0	0	10
OG0040010	10	0	0	0	0	10
OG0040011	10	0	0	0	0	10
OG0040012	10	0	0	0	0	10
OG0040013	10	0	0	0	0	10
OG0040014	10	0	0	0	0	10
OG0040015	10	0	0	0	0	10
OG0040016	10	0	0	0	0	10
OG0040017	10	0	0	0	0	10
OG0040018	10	0	0	0	0	10
OG0040019	10	0	0	0	0	10
OG0040020	10	0	0	0	0	10
OG0040021	10	0	0	0	0	10
OG0040022	10	0	0	0	0	10
OG0040023	10	0	0	0	0	10
OG0040024	10	0	0	0	0	10
OG0040025	10	0	0	0	0	10
OG0040026	10	0	0	0	0	10
OG0040027	10	0	0	0	0	10
OG0040028	10	0	0	0	0	10
OG0040029	10	0	0	0	0	10
OG0040030	10	0	0	0	0	10
OG0040031	10	0	0	0	0	10
OG0040032	10	0	0	0	0	10
OG0040033	10	0	0	0	0	10
OG0040034	9	0	1	0	0	10
OG0040035	10	0	0	0	0	10
OG0040036	10	0	0	0	0	10
OG0040037	10	0	0	0	0	10
OG0040038	10	0	0	0	0	10
OG0040039	10	0	0	0	0	10
OG0040040	10	0	0	0	0	10
OG0040041	10	0	0	0	0	10
OG0040042	7	0	3	0	0	10
OG0040043	9	0	0	1	0	10
OG0040044	10	0	0	0	0	10
OG0040045	10	0	0	0	0	10
OG0040046	10	0	0	0	0	10
OG0040047	10	0	0	0	0	10
OG0040048	10	0	0	0	0	10
OG0040049	10	0	0	0	0	10
OG0040050	10	0	0	0	0	10
OG0040051	10	0	0	0	0	10
OG0040052	10	0	0	0	0	10
OG0040053	10	0	0	0	0	10
OG0040054	10	0	0	0	0	10
OG0040055	10	0	0	0	0	10
OG0040056	10	0	0	0	0	10
OG0040057	10	0	0	0	0	10
OG0040058	10	0	0	0	0	10
OG0040059	10	0	0	0	0	10
OG0040060	10	0	0	0	0	10
OG0040061	10	0	0	0	0	10
OG0040062	10	0	0	0	0	10
OG0040063	10	0	0	0	0	10
OG0040064	10	0	0	0	0	10
OG0040065	10	0	0	0	0	10
OG0040066	10	0	0	0	0	10
OG0040067	10	0	0	0	0	10
OG0040068	10	0	0	0	0	10
OG0040069	10	0	0	0	0	10
OG0040070	10	0	0	0	0	10
OG0040071	10	0	0	0	0	10
OG0040072	10	0	0	0	0	10
OG0040073	10	0	0	0	0	10
OG0040074	10	0	0	0	0	10
OG0040075	10	0	0	0	0	10
OG0040076	10	0	0	0	0	10
OG0040077	2	6	0	2	0	10
OG0040078	10	0	0	0	0	10
OG0040079	10	0	0	0	0	10
OG0040080	10	0	0	0	0	10
OG0040081	10	0	0	0	0	10
OG0040082	10	0	0	0	0	10
OG0040083	10	0	0	0	0	10
OG0040084	10	0	0	0	0	10
OG0040085	10	0	0	0	0	10
OG0040086	10	0	0	0	0	10
OG0040087	10	0	0	0	0	10
OG0040088	10	0	0	0	0	10
OG0040089	10	0	0	0	0	10
OG0040090	10	0	0	0	0	10
OG0040091	10	0	0	0	0	10
OG0040092	10	0	0	0	0	10
OG0040093	10	0	0	0	0	10
OG0040094	10	0	0	0	0	10
OG0040095	10	0	0	0	0	10
OG0040096	10	0	0	0	0	10
OG0040097	10	0	0	0	0	10
OG0040098	10	0	0	0	0	10
OG0040099	9	0	1	0	0	10
OG0040100	10	0	0	0	0	10
OG0040101	10	0	0	0	0	10
OG0040102	10	0	0	0	0	10
OG0040103	10	0	0	0	0	10
OG0040104	10	0	0	0	0	10
OG0040105	10	0	0	0	0	10
OG0040106	10	0	0	0	0	10
OG0040107	10	0	0	0	0	10
OG0040108	10	0	0	0	0	10
OG0040109	10	0	0	0	0	10
OG0040110	10	0	0	0	0	10
OG0040111	10	0	0	0	0	10
OG0040112	10	0	0	0	0	10
OG0040113	10	0	0	0	0	10
OG0040114	10	0	0	0	0	10
OG0040115	10	0	0	0	0	10
OG0040116	10	0	0	0	0	10
OG0040117	10	0	0	0	0	10
OG0040118	10	0	0	0	0	10
OG0040119	10	0	0	0	0	10
OG0040120	10	0	0	0	0	10
OG0040121	10	0	0	0	0	10
OG0040122	10	0	0	0	0	10
OG0040123	10	0	0	0	0	10
OG0040124	10	0	0	0	0	10
OG0040125	10	0	0	0	0	10
OG0040126	10	0	0	0	0	10
OG0040127	10	0	0	0	0	10
OG0040128	10	0	0	0	0	10
OG0040129	10	0	0	0	0	10
OG0040130	10	0	0	0	0	10
OG0040131	10	0	0	0	0	10
OG0040132	10	0	0	0	0	10
OG0040133	9	0	0	0	1	10
OG0040134	9	0	0	0	1	10
OG0040135	10	0	0	0	0	10
OG0040136	10	0	0	0	0	10
OG0040137	10	0	0	0	0	10
OG0040138	8	2	0	0	0	10
OG0040139	10	0	0	0	0	10
OG0040140	10	0	0	0	0	10
OG0040141	10	0	0	0	0	10
OG0040142	10	0	0	0	0	10
OG0040143	10	0	0	0	0	10
OG0040144	10	0	0	0	0	10
OG0040145	10	0	0	0	0	10
OG0040146	9	0	0	0	1	10
